Id,SalePrice
1898,98819.36644
1899,159575.7144
1900,170046.9716
1901,192699.3994
1902,170791.0583
1903,235337.8456
1904,161314.7595
1905,206576.4787
1906,171176.1884
1907,214517.9652
1908,102704.5704
1909,125796.465
1910,114700.7477
1911,238134.6638
1912,313233.2556
1913,153765.9122
1914,66207.78375
1915,343619.6914
1916,24532.64501
1917,229046.7562
1918,137685.8795
1919,153629.4429
1920,158116.536
1921,369622.4983
1922,338669.5995
1923,235561.1743
1924,220351.6941
1925,202246.7799
1926,369239.2102
1927,121031.8886
1928,168646.1854
1929,109145.1329
1930,126412.6359
1931,116103.0895
1932,123622.0836
1933,187037.7203
1934,182353.6963
1935,167868.201
1936,205930.9915
1937,180816.2865
1938,167339.487
1939,271950.9209
1940,207671.1216
1941,162208.5732
1942,167621.4105
1943,244506.5482
1944,386428.6479
1945,413355.8521
1946,117615.4689
1947,172719.1772
1948,164476.2402
1949,240367.9959
1950,190011.379
1951,235826.091
1952,198273.96
1953,174683.2363
1954,182980.3911
1955,132583.6929
1956,279748.2943
1957,153100.2904
1958,251872.1193
1959,138512.3014
1960,96186.8422
1961,128315.6367
1962,92830.78088
1963,104653.3975
1964,104434.0088
1965,126847.9302
1966,140710.9166
1967,313134.32
1968,407029.1358
1969,392820.0705
1970,393789.8463
1971,444325.2416
1972,368813.6145
1973,301348.1914
1974,344591.671
1975,504527.2398
1976,283324.6992
1977,362377.7276
1978,340876.8578
1979,324309.7372
1980,190403.2155
1981,349687.7396
1982,220978.2489
1983,210093.5715
1984,179228.5106
1985,228039.6908
1986,200887.7097
1987,202456.3246
1988,170639.2968
1989,191253.174
1990,207876.3065
1991,233357.8016
1992,224008.9113
1993,167741.8291
1994,224603.3972
1995,181783.9877
1996,293512.8101
1997,332530.4312
1998,309429.8103
1999,316968.635
2000,331398.5365
2001,298526.1328
2002,247934.5689
2003,242179.7709
2004,283477.8198
2005,226248.1422
2006,227530.1903
2007,246709.7583
2008,235631.1754
2009,207442.9626
2010,193118.3996
2011,136279.8809
2012,181614.5189
2013,177523.4643
2014,183261.4523
2015,215992.1274
2016,195670.8681
2017,197811.1121
2018,102757.7909
2019,126718.675
2020,74409.27332
2021,94744.38874
2022,199426.6046
2023,133907.5155
2024,298317.0781
2025,359742.4501
2026,173241.6619
2027,158119.9925
2028,155414.7636
2029,171133.3499
2030,261858.7554
2031,235775.4964
2032,262214.6675
2033,251670.5836
2034,181872.793
2035,233857.0177
2036,200114.2501
2037,213003.0424
2038,321259.6503
2039,232709.8281
2040,317088.5975
2041,293814.2943
2042,212614.822
2043,177356.635
2044,170734.915
2045,205394.2043
2046,146467.0443
2047,134895.4233
2048,142808.6602
2049,134458.9885
2050,164903.2221
2051,104508.4
2052,120402.305
2053,147339.2929
2054,84547.63697
2055,177580.4334
2056,141585.0821
2057,97589.38657
2058,211296.2188
2059,121027.6354
2060,178661.362
2061,165882.7499
2062,120624.6645
2063,119911.9398
2064,128584.9334
2065,123670.0996
2066,174636.5871
2067,123005.1211
2068,149298.22
2069,78021.6763
2070,110067.0701
2071,98443.32427
2072,139706.0081
2073,122239.3839
2074,148024.4901
2075,168516.4385
2076,125908.6755
2077,155767.2872
2078,126727.795
2079,136337.7003
2080,114117.5217
2081,128043.552
2082,129917.1422
2083,157297.9412
2084,109215.1857
2085,107291.358
2086,114693.9842
2087,115637.5121
2088,96682.7028
2089,75244.16793
2090,115004.6032
2091,97614.16955
2092,136950.4451
2093,149379.2721
2094,109499.7863
2095,154301.8617
2096,93636.78799
2097,98431.34257
2098,159894.5796
2099,34949.08542
2100,59222.71603
2101,112880.5872
2102,125252.3623
2103,99189.4856
2104,143494.5816
2105,139469.2068
2106,47404.67686
2107,196163.1161
2108,116158.2945
2109,109654.8838
2110,112716.3939
2111,142684.7481
2112,148800.3708
2113,117669.5513
2114,115029.5876
2115,163278.3874
2116,124006.1478
2117,147669.2922
2118,129679.4765
2119,113371.7877
2120,101214.4788
2121,87236.12108
2122,121947.0483
2123,96250.81969
2124,176965.4837
2125,133709.6992
2126,159953.6759
2127,183103.3546
2128,140362.9629
2129,57721.48471
2130,135361.2887
2131,109814.5327
2132,118072.0629
2133,129791.3513
2134,111158.7501
2135,102003.3249
2136,73865.3988
2137,99008.52624
2138,125414.057
2139,143642.6091
2140,138500.1076
2141,179459.2569
2142,128836.3825
2143,159076.7605
2144,110880.9962
2145,138245.378
2146,187476.6185
2147,131961.278
2148,133728.4903
2149,145255.03
2150,241540.0331
2151,130054.422
2152,182042.372
2153,184373.4698
2154,106160.3187
2155,138037.957
2156,244827.6918
2157,226668.4442
2158,248916.5678
2159,227765.937
2160,188303.4549
2161,226312.2588
2162,359701.8516
2163,346625.5813
2164,255907.4812
2165,211305.1679
2166,159214.8009
2167,225160.7718
2168,183885.6462
2169,190218.7399
2170,203359.6301
2171,157954.4531
2172,137772.1393
2173,194636.8869
2174,218469.2909
2175,268923.8124
2176,309992.5928
2177,238635.4903
2178,208470.8966
2179,134205.0894
2180,216081.7305
2181,195116.8714
2182,218022.3734
2183,193472.9183
2184,119860.8384
2185,118478.9303
2186,148707.9043
2187,155107.6955
2188,163682.9147
2189,308347.5211
2190,70423.55206
2191,61146.09731
2192,87592.25945
2193,129281.4074
2194,99107.82115
2195,91292.84919
2196,106774.2175
2197,111660.4101
2198,162739.6713
2199,173182.6085
2200,160851.765
2201,157964.2339
2202,197114.4177
2203,149855.363
2204,189576.9415
2205,131622.0812
2206,157151.163
2207,215955.6741
2208,261756.7472
2209,256963.2357
2210,118277.9371
2211,126644.4675
2212,122414.3575
2213,107693.2824
2214,156744.7957
2215,101970.9658
2216,151647.6794
2217,47888.35374
2218,68906.51482
2219,73942.32521
2220,16252.89451
2221,343765.3437
2222,306087.8366
2223,284243.6609
2224,211336.9927
2225,120489.9483
2226,177269.5709
2227,193483.7062
2228,284051.6433
2229,241470.1859
2230,159179.9872
2231,212585.7272
2232,178746.4058
2233,177186.4749
2234,247655.4144
2235,229337.4698
2236,242217.871
2237,295552.4563
2238,202463.5388
2239,100001.7784
2240,152435.063
2241,127391.3152
2242,120822.2373
2243,122607.3079
2244,99513.21506
2245,123332.8329
2246,136529.0492
2247,133074.9363
2248,125642.3998
2249,113328.0849
2250,126354.2788
2251,91069.39639
2252,191414.8737
2253,165839.6831
2254,189943.4112
2255,187550.8281
2256,170184.2141
2257,211860.6171
2258,149204.7087
2259,178767.6137
2260,132961.7915
2261,234236.5884
2262,241994.5327
2263,384597.2233
2264,447599.0326
2265,156264.3528
2266,327110.3882
2267,376232.1605
2268,441583.773
2269,154426.1941
2270,186329.8677
2271,205411.1308
2272,189801.6317
2273,151767.6095
2274,179861.6595
2275,144245.6644
2276,195603.0199
2277,171999.2993
2278,156611.5799
2279,134591.4902
2280,105430.8909
2281,147498.07
2282,158802.3202
2283,113290.7743
2284,122197.7836
2285,143510.5365
2286,119704.8946
2287,389089.0582
2288,299252.1805
2289,342291.9578
2290,429213.7869
2291,359482.0403
2292,417989.792
2293,445454.0903
2294,393394.0323
2295,457510.1191
2296,268774.0376
2297,386835.2314
2298,375968.6627
2299,348917.1443
2300,328570.2282
2301,349912.8639
2302,259919.191
2303,254482.5908
2304,256444.6989
2305,213727.6416
2306,202014.5025
2307,211871.682
2308,232521.0105
2309,306508.2843
2310,223516.3559
2311,211848.9602
2312,182001.6657
2313,168231.9378
2314,180853.6168
2315,182641.0527
2316,207069.8295
2317,190062.0987
2318,182485.621
2319,188206.7202
2320,183064.6273
2321,238103.5074
2322,197421.5209
2323,206386.0973
2324,187081.6402
2325,209877.3068
2326,179332.8754
2327,195169.9551
2328,219409.9567
2329,189426.3224
2330,180250.0727
2331,331243.5749
2332,394548.8723
2333,323745.824
2334,281997.0451
2335,307841.0606
2336,312549.3663
2337,197739.3189
2338,246846.0253
2339,220122.9717
2340,385732.8586
2341,205602.6749
2342,231273.5318
2343,225206.8481
2344,218987.8451
2345,222889.4329
2346,221549.9042
2347,207452.122
2348,253714.5083
2349,207418.007
2350,312512.6856
2351,284256.8739
2352,243610.72
2353,250936.2782
2354,163223.1576
2355,153167.1043
2356,142742.4327
2357,189221.9886
2358,200472.0307
2359,124453.6175
2360,114713.6308
2361,149569.1686
2362,245969.3158
2363,146066.4322
2364,162024.571
2365,204819.0864
2366,195475.8356
2367,217856.7715
2368,223847.7641
2369,208321.2893
2370,170258.3531
2371,161298.2948
2372,194453.6479
2373,290287.0584
2374,307755.402
2375,237710.5539
2376,286362.3796
2377,312688.0949
2378,151139.0626
2379,213786.6103
2380,140847.0826
2381,163417.8681
2382,207638.0903
2383,190504.4369
2384,228168.863
2385,157282.0473
2386,127075.4432
2387,126183.0061
2388,116255.3336
2389,112362.3419
2390,163183.0446
2391,143349.248
2392,120321.8242
2393,178822.6574
2394,152371.3599
2395,210699.7675
2396,140531.8405
2397,206658.7549
2398,125745.8013
2399,78463.45018
2400,64166.76683
2401,139509.5256
2402,140234.7517
2403,146089.5053
2404,155473.0077
2405,152498.2199
2406,145152.0288
2407,120258.0959
2408,140402.6456
2409,106939.1444
2410,171875.0147
2411,117486.7921
2412,160710.6857
2413,124686.322
2414,174353.1219
2415,132817.5081
2416,136359.6869
2417,145179.3353
2418,139093.5994
2419,122115.2459
2420,123376.2871
2421,235627.9829
2422,107136.5637
2423,122630.6475
2424,130713.3151
2425,208997.6475
2426,132947.5648
2427,133280.7726
2428,193859.2974
2429,100307.9182
2430,128024.3447
2431,101305.9393
2432,158510.8981
2433,156189.9126
2434,142381.7458
2435,160648.6142
2436,109978.526
2437,93546.57694
2438,115635.4588
2439,90665.24497
2440,130642.7482
2441,95948.89711
2442,91502.54058
2443,143290.4259
2444,118125.268
2445,84052.04798
2446,134458.0548
2447,192650.7166
2448,132159.6459
2449,116754.3861
2450,162086.6493
2451,114898.8281
2452,206597.32
2453,91261.97996
2454,114368.6674
2455,123140.2342
2456,141368.748
2457,149459.5986
2458,141791.6902
2459,111787.7308
2460,154375.6113
2461,136624.2319
2462,128270.0018
2463,136853.0524
2464,185988.812
2465,134168.476
2466,119138.8505
2467,121228.3396
2468,88025.13886
2469,79081.5594
2470,210975.249
2471,212118.5455
2472,171443.4571
2473,116553.0773
2474,63758.39485
2475,203802.9861
2476,114030.9507
2477,111752.9896
2478,141925.9264
2479,93321.99483
2480,164865.1002
2481,130936.1096
2482,109008.296
2483,99871.10426
2484,129802.5958
2485,127593.2621
2486,146251.6004
2487,193013.3809
2488,170657.2474
2489,156881.8261
2490,148836.7735
2491,105068.7964
2492,189052.4794
2493,158406.638
2494,153046.8545
2495,71299.00581
2496,219961.905
2497,156014.5005
2498,114042.7076
2499,80197.52779
2500,111006.4333
2501,137562.4244
2502,141555.3654
2503,121048.5955
2504,299857.3072
2505,229468.4306
2506,249872.3582
2507,272101.86
2508,245433.053
2509,214052.8711
2510,207721.3145
2511,177121.2017
2512,216810.5707
2513,215763.1485
2514,314623.7196
2515,159077.892
2516,174412.2925
2517,151383.9296
2518,148701.2916
2519,251774.2687
2520,224552.8629
2521,185678.4418
2522,221400.2235
2523,109103.8029
2524,141361.2518
2525,150682.0722
2526,158656.997
2527,126322.5916
2528,142000.9149
2529,167568.1437
2530,131728.5712
2531,261812.0076
2532,217394.8191
2533,196907.1906
2534,246972.2112
2535,268011.5959
2536,214470.8068
2537,257364.9382
2538,188022.7403
2539,186948.7159
2540,188017.0362
2541,177463.3344
2542,164237.7361
2543,104567.4334
2544,116532.0997
2545,133709.0486
2546,120257.5544
2547,150603.1244
2548,171922.6686
2549,153527.7236
2550,586019.7184
2551,139257.836
2552,131185.88
2553,58783.31119
2554,88560.47012
2555,100662.8269
2556,89578.26075
2557,100974.2457
2558,178442.0802
2559,155658.2411
2560,178211.41
2561,163049.2147
2562,168876.8508
2563,160273.5588
2564,209316.9138
2565,167239.3467
2566,162389.7851
2567,148263.5626
2568,218559.2892
2569,236752.0262
2570,108463.4604
2571,199099.0938
2572,157384.2763
2573,229948.7905
2574,350060.9056
2575,138909.0181
2576,131396.0294
2577,144968.6849
2578,62776.67374
2579,29675.46288
2580,103530.925
2581,125528.9295
2582,128975.858
2583,283707.1358
2584,167598.9318
2585,180484.4672
2586,207869.6759
2587,203182.8978
2588,145938.8266
2589,147473.845
2590,197280.9044
2591,235493.4421
2592,215784.0739
2593,256509.7352
2594,185015.7064
2595,220982.2488
2596,281559.5473
2597,201752.0254
2598,280481.3268
2599,357145.8963
2600,307563.8472
2601,136542.5459
2602,69699.14353
2603,93579.40769
2604,84845.55072
2605,64436.65495
2606,133509.788
2607,221534.061
2608,187668.0512
2609,158432.0647
2610,109759.4305
2611,134196.9201
2612,157363.5405
2613,124200.1618
2614,112126.2511
2615,161198.5604
2616,154285.43
2617,199502.6689
2618,234759.3168
2619,207463.9934
2620,191737.3093
2621,178382.7507
2622,179219.7836
2623,228134.7032
2624,287376.5457
2625,283405.5582
2626,172545.6042
2627,189095.7228
2628,472500.2603
2629,500815.197
2630,396054.1331
2631,455909.0242
2632,419694.6454
2633,317806.4689
2634,424641.0586
2635,144190.2952
2636,166813.1057
2637,196900.9504
2638,267017.8277
2639,195375.1908
2640,153682.3903
2641,101751.5778
2642,160923.894
2643,108467.559
2644,106472.1483
2645,109204.5784
2646,94470.46687
2647,103239.9376
2648,137259.4163
2649,151623.1129
2650,131467.6867
2651,134068.281
2652,380650.3033
2653,258763.1054
2654,278704.6806
2655,410309.4248
2656,337825.3172
2657,362689.6425
2658,333621.1169
2659,337991.155
2660,364850.5689
2661,364436.8448
2662,385891.2269
2663,280816.847
2664,303076.93
2665,345009.8909
2666,300290.9081
2667,184185.9585
2668,189485.0314
2669,188293.1236
2670,265943.5884
2671,191738.2308
2672,193754.1571
2673,192819.5692
2674,190708.2543
2675,191254.8848
2676,190612.0774
2677,204430.1387
2678,243351.2889
2679,287135.8254
2680,297944.2365
2681,413903.7357
2682,320401.7214
2683,489862.0618
2684,335055.8535
2685,341772.6243
2686,246825.6597
2687,292063.111
2688,211649.6855
2689,219005.3556
2690,369146.8598
2691,196693.2626
2692,160765.2737
2693,203970.2416
2694,144032.3066
2695,199973.4308
2696,183834.2861
2697,185043.0778
2698,197665.6798
2699,163070.5283
2700,145580.1035
2701,143160.8851
2702,95806.9087
2703,121743.7349
2704,145907.3339
2705,113777.5688
2706,85663.16847
2707,110295.7765
2708,139394.092
2709,118679.6527
2710,137832.7531
2711,255928.0841
2712,405912.776
2713,162506.9798
2714,143054.4743
2715,174581.1894
2716,134126.8629
2717,186242.9394
2718,216175.2326
2719,145171.3999
2720,175689.0084
2721,123258.3134
2722,154533.1173
2723,138806.2443
2724,121957.7616
2725,131179.4312
2726,136709.69
2727,170027.531
2728,189001.3642
2729,145849.8572
2730,145576.466
2731,137097.0734
2732,142479.7073
2733,156642.7632
2734,123271.8254
2735,136470.5435
2736,133385.316
2737,123455.7876
2738,133469.0565
2739,150720.4899
2740,138934.3724
2741,140858.0829
2742,163972.9496
2743,153555.4656
2744,166448.0406
2745,140407.4684
2746,139415.7178
2747,163346.3695
2748,125073.1873
2749,134308.128
2750,115661.3014
2751,135380.286
2752,191531.0618
2753,155736.0829
2754,221812.124
2755,145378.7427
2756,86276.53324
2757,65134.29015
2758,82666.49612
2759,170214.8761
2760,128023.2082
2761,141574.8241
2762,132551.4702
2763,183184.5904
2764,150264.6176
2765,287071.4011
2766,121442.932
2767,82348.04665
2768,131927.7462
2769,142739.4794
2770,141454.0672
2771,98426.07112
2772,104213.0634
2773,177431.9001
2774,149979.629
2775,119256.7548
2776,149438.3623
2777,149240.0087
2778,117120.9633
2779,125135.7033
2780,95497.15485
2781,83065.16574
2782,92109.39623
2783,101394.4333
2784,129328.6878
2785,137489.8228
2786,53016.20231
2787,124824.1701
2788,61421.89486
2789,172758.8036
2790,100157.3134
2791,106920.6163
2792,79184.29006
2793,151537.8776
2794,99948.09433
2795,123021.8184
2796,98954.50986
2797,209469.404
2798,121584.4041
2799,115068.6233
2800,67887.1531
2801,118497.2209
2802,124178.8627
2803,164148.5014
2804,125611.4679
2805,106662.5381
2806,70747.86865
2807,178884.3555
2808,159726.4799
2809,123623.753
2810,123569.4783
2811,175301.2783
2812,188252.6174
2813,152682.8726
2814,150906.8007
2815,106042.4004
2816,201675.8519
2817,148159.6095
2818,117374.9223
2819,184592.7029
2820,134321.9381
2821,110858.9423
2822,180609.2163
2823,307309.0628
2824,179614.9266
2825,151346.1708
2826,131237.9665
2827,128380.0172
2828,236463.375
2829,220701.7908
2830,221134.9404
2831,185590.7364
2832,234386.6542
2833,324259.7175
2834,234343.1082
2835,231618.0967
2836,194007.3515
2837,158371.7097
2838,142568.0084
2839,161583.5449
2840,209663.8852
2841,200205.9653
2842,221552.0651
2843,151222.5943
2844,180905.5273
2845,126601.8218
2846,206621.24
2847,219425.029
2848,201188.507
2849,196418.3358
2850,268151.7338
2851,206006.9124
2852,226311.1332
2853,227592.0421
2854,141322.8955
2855,202763.3129
2856,202010.1418
2857,190471.1842
2858,209983.5338
2859,80088.84803
2860,135836.0384
2861,120935.9858
2862,175841.8925
2863,139249.1655
2864,253246.3271
2865,144602.7999
2866,133529.1807
2867,94300.53847
2868,83854.72973
2869,78225.87319
2870,105667.1983
2871,60479.23815
2872,25322.47773
2873,82049.59616
2874,143612.3931
2875,107251.3025
2876,153599.9599
2877,150995.7315
2878,149915.8949
2879,139409.9959
2880,104218.9941
2881,141401.5889
2882,198776.4904
2883,206842.9141
2884,200956.6733
2885,188071.4755
2886,242794.9344
2887,102523.2915
2888,149010.3631
2889,38073.69788
2890,75036.42366
2891,142976.9351
2892,25191.63052
2893,89187.04689
2894,27483.77238
2895,350305.3493
2896,289007.0576
2897,220390.6453
2898,141208.2925
2899,211730.7141
2900,161128.944
2901,208048.3129
2902,183828.151
2903,304865.2228
2904,348559.8561
2905,54582.67502
2906,203499.682
2907,102751.152
2908,118388.8004
2909,142175.2273
2910,74190.72096
2911,70191.14744
2912,155751.5303
2913,64682.52028
2914,64798.35276
2915,78099.87246
2916,72853.28914
2917,163869.8364
2918,107768.2669
2919,225243.5709
